id,lga_id,ward_id,name,t_reg
1003453 ,17 ,2000179 ,GIDAN BANJE OPEN SPACE,892 
1003454 ,17 ,2000179 ,UNGUWAR KYALLO KOFAR GIDAN MAIUNGUWA,870 
1003455 ,17 ,2000179 ,KURAKU PRI.SCHOOL,790 
1003456 ,17 ,2000179 ,GADA GADA PRI. SCHOOL,730 
1003457 ,17 ,2000179 ,RURA KOFAR GIDAN MAIUNGUWA,724 
1003458 ,17 ,2000179 ,LAYIN MAKERA KOFAR GIDAN MAIUNGUWA,647 
1003459 ,17 ,2000179 ,MASARI IIIA. PRI. SCHOOL,265 
1003460 ,17 ,2000179 ,RURA OPEN SPACE,224 
1003461 ,17 ,2000179 ,UNGUWAR BALA PRI. SCHOOL I,189 
1003462 ,17 ,2000179 ,UNGUWAR SAMAI PRI. SCHOOL I,186 
1003463 ,17 ,2000179 ,UNGUWAR KYALLO PRI. SCHOOL,163 
1003464 ,17 ,2000179 ,GIDAN BANJE PRIMARY SCH.,156 
1003465 ,17 ,2000179 ,GADA GADA PRI. SCHOOL I,140 
1003466 ,17 ,2000179 ,MASARI ADULT EDUC. CLASS,123 
1003467 ,17 ,2000179 ,MASARI IIB ADULT EDUC. CLASS,121 
1003468 ,17 ,2000179 ,UNGUWAR ILIYA PRI. SCHOOL I,108 
1003469 ,17 ,2000179 ,UNGUWAR ILIYA PRI. SCH.,99 
1003470 ,17 ,2000179 ,MASARI IIA ADULT EDUC. CLASS,96 
1003471 ,17 ,2000179 ,MASARI IIIB. PRI. SCHOOL I,64 
1003472 ,17 ,2000179 ,KURAKU I PRI. SCHOOL,60 
1003473 ,17 ,2000179 ,UNGUWAR SAMAI PRI. SCHOOL II,55 
1003474 ,17 ,2000179 ,MASARI IIB PRI. SCHOOL,51 
1003475 ,17 ,2000179 ,FAMMARAYA I PRI. SCHOOL,49 
1003476 ,17 ,2000179 ,BAGUDU PRI. SCHOOL I,22 
1003477 ,17 ,2000179 ,BAGUDU PRI. SCHOOL,17 
1003479 ,17 ,2000181 ,YARI BORI I PRI SCHOOL,1702 
1003480 ,17 ,2000181 ,YARI BORI II DISPENSARY,1472 
1003481 ,17 ,2000181 ,YARI BORI III ADULT EDUC. OFFICE,1073 
1003482 ,17 ,2000181 ,JANGE II KOFAR GIDAN MAIUNGUWA,982 
1003483 ,17 ,2000181 ,KURIN GAFA II PRI.SCHOOL,971 
1003484 ,17 ,2000181 ,TAFAKIN JANGE LAYIN YA'U,909 
1003485 ,17 ,2000181 ,KURIN GAFA II GANGARAWA,899 
1003486 ,17 ,2000181 ,JANGE I OPEN SPACE,871 
1003487 ,17 ,2000181 ,KUFAN TAMBO I PRI.SCHOOL,854 
1003488 ,17 ,2000181 ,KURIN GAFA I KOFAR GABAS,790 
1003489 ,17 ,2000181 ,TAFKIN JANGE GIDAN KADO,692 
1003490 ,17 ,2000181 ,GIDAN KAHO OPEN SPACE,667 
1003491 ,17 ,2000181 ,KURIN GAFA IV PRI.SCHOOL,652 
1003492 ,17 ,2000181 ,KUFAN TAMBO II K/G MA'IUNGUWA,603 
1003493 ,17 ,2000181 ,TSAUNIN TAMA GIDAN IBRAHIM MAGE,578 
1003494 ,17 ,2000181 ,UNGUWAR GARIYA K/G MAIUNGUWA,500 
1003495 ,17 ,2000181 ,JANGE I PRI. SCHOOL,481 
1003496 ,17 ,2000181 ,KUFAN TAMBO II PRI. SCHOOL,269 
1003497 ,17 ,2000181 ,YARI BORI IB PRI. SCHOOL,183 
1003498 ,17 ,2000181 ,JANGE II PRI. SCHOOL,178 
1003499 ,17 ,2000181 ,YARI BORI IC PRI. SCHOOL,150 
1003500 ,17 ,2000181 ,TAFKIN JANGE LAYIN YA???U ASIBITI,139 
1003501 ,17 ,2000181 ,TAFIKIN JANGE GIDAN KADO PRI. SCHOOL,84 
1003502 ,17 ,2000181 ,YARI BORI IA PRI. SCHOOL,72 
1003503 ,17 ,2000181 ,KURIN GAFA IA KOFAR GABAS,71 
1003504 ,17 ,2000181 ,YARI BORI II DISPENSARY,56 
1003505 ,17 ,2000181 ,YARI BORI III OPEN SPACE,54 
1003506 ,17 ,2000181 ,KURIN GAFA I KOFAR GABAS,39 
1003507 ,17 ,2000181 ,YARI BORI IIB DISPENSARY,37 
1003508 ,17 ,2000181 ,KURIN GAFA IIA GANGARAWA,37 
1003509 ,17 ,2000180 ,UNGUWAR WAZIRI KOFAR GIDAN WAZIRI,1271 
1003510 ,17 ,2000180 ,UNGUWAR MAIRIGA I PRI.SCHOOL,1028 
1003511 ,17 ,2000180 ,UNGUWAR SHEKA OPEN SPACE,1018 
1003512 ,17 ,2000180 ,SABUWAR KASA III PRI.SCHOOL,1004 
1003513 ,17 ,2000180 ,SABUWAR KASA II KOFAR FADA,999 
1003514 ,17 ,2000180 ,UNGUWAR BALA II PRI.SCHOOL,890 
1003515 ,17 ,2000180 ,SABUWAR KASA I PRI.SCHOOL,862 
1003516 ,17 ,2000180 ,UNGUWAR RIGA RAFIN ? IYAKA,859 
1003517 ,17 ,2000180 ,UNGUWAR BALA I KG MAI'NNGUWA,751 
1003518 ,17 ,2000180 ,UNGUWAR MAIRIGA II RAFIN ? IYA,571 
1003519 ,17 ,2000180 ,BABBAR GONA BABBAR GONA,557 
1003520 ,17 ,2000180 ,SABUWAR KASA III VET. CLINIC,87 
1003521 ,17 ,2000180 ,SHEKA HEALTH CLINIC,85 
1003522 ,17 ,2000180 ,MAHANGI HEALTH FACILITY,55 
1003523 ,17 ,2000180 ,DAN RIMI HEALTH CLINIC,54 
1003524 ,17 ,2000180 ,SABUWAR KASA IIA KOFAR FADA,42 
1003525 ,17 ,2000180 ,SABUWAR KASA IA PRI. SCHOOL,40 
1003526 ,17 ,2000180 ,MAHANGI PRI. SCHOOL,37 
1003527 ,17 ,2000180 ,SABON LAYIN BAJA A PRI. SCHOOL,28 
1003528 ,17 ,2000180 ,SABON LAYIN BAJA PRI. SCHOOL,28 
1003529 ,17 ,2000180 ,JAMMU PRI. SCHOOL RAFIN IYAKA,3 
1003530 ,17 ,2000176 ,GOZAKI II READING ROOM,1214 
1003531 ,17 ,2000176 ,GOZAKI I PRI.SCHOOL,1068 
1003532 ,17 ,2000176 ,HUGUMA I PRY.SCHOOL,1061 
1003533 ,17 ,2000176 ,TIBIS KOFAR GIDAN ABDULLAHI,866 
1003534 ,17 ,2000176 ,UNGUWAR MATO NEAR MAIUNGUWAR,791 
1003535 ,17 ,2000176 ,GIDAN GYARE NEAR MAIUNGUWA HOUSE,732 
1003536 ,17 ,2000176 ,SANI - A I PRI.SHOOL,718 
1003537 ,17 ,2000176 ,HUGUMA II OPEN SPACE,718 
1003538 ,17 ,2000176 ,SANI - B PRI.SCHOOL,708 
1003539 ,17 ,2000176 ,LAYIN BAUSHE PRI.SCHOOL,705 
1003540 ,17 ,2000176 ,SANI A II PRI.SCHOOL,694 
1003541 ,17 ,2000176 ,MASHEKARI I NEAR MAI UNGUWA HOUSE,686 
1003542 ,17 ,2000176 ,UNGUWAR DAN ASABE KOFAR GIDANDAN ASABE,663 
1003543 ,17 ,2000176 ,ILALLAWA KOFAR GIDAN MAIUNGUWA,577 
1003544 ,17 ,2000176 ,GUZAKI III PRI.SCHOOL,472 
1003545 ,17 ,2000176 ,UNGUWAR MATO ASIBITI,270 
1003546 ,17 ,2000176 ,MASHEKARI OPEN SPACE,120 
1003547 ,17 ,2000176 ,SANI B II PRI. SCHOOL,119 
1003548 ,17 ,2000176 ,GOZAKI II PRI. SCHOOL,98 
1003549 ,17 ,2000176 ,GOZAKI ASIBITI,84 
1003550 ,17 ,2000176 ,TIBIS PRI. SCHOOL,70 
1003551 ,17 ,2000176 ,HUGUMA II PRI. SCHOOL,47 
1003552 ,17 ,2000173 ,UNGUWAR JANGE II OPEN SPACE,1061 
1003553 ,17 ,2000173 ,DANTUTTURE KOFAR GIDAN MAIUNGUWA,962 
1003554 ,17 ,2000173 ,DANKANJIBA II KOFAR FADA,857 
1003555 ,17 ,2000173 ,DURMAI I KOFAR GIDAN MAIUNGUWA,810 
1003556 ,17 ,2000173 ,DANKANJIBA I PRI.SCHOOL,732 
1003557 ,17 ,2000173 ,RAFIN SAKO KOFAR GIDAN MAIUNGUWA,716 
1003558 ,17 ,2000173 ,UNGUWAR JANGE I K/GMAIUNGUWA,686 
1003559 ,17 ,2000173 ,DANKANJIBA III NEAR MAIUNGUWA HOUSE,675 
1003560 ,17 ,2000173 ,MALAMAWA III K/G MAIUNGUWA,641 
1003561 ,17 ,2000173 ,UNGUWAR JALLE K/G MAIUNGUWA,628 
1003562 ,17 ,2000173 ,UNGUWAR JANGE III PRY.SCHOOL,623 
1003563 ,17 ,2000173 ,JARGABA I PRI.SCHOOL,619 
1003564 ,17 ,2000173 ,DANKANJIBA IV MIDDLE OF THE TOWN,606 
1003565 ,17 ,2000173 ,DAREN FADA I KOFAR GIDAN MAIUNGUWA,539 
1003566 ,17 ,2000173 ,MALLAMAWA II K/G MAIUNGUWA,525 
1003567 ,17 ,2000173 ,TAKAWA DANDALI,504 
1003568 ,17 ,2000173 ,DANKANJIBA VI DISPENSARY,461 
1003569 ,17 ,2000173 ,DANKANJIBA V SOUTH OF THE MARKET,460 
1003570 ,17 ,2000173 ,JARGABA II NASARAWA,403 
1003571 ,17 ,2000173 ,MALAMAWA I PRI.SCHOOL,396 
1003572 ,17 ,2000173 ,DAREN FADA II OPEN SPACE,395 
1003573 ,17 ,2000173 ,DURMAI II GIGO,274 
1003574 ,17 ,2000173 ,UNGUWAR JANGE PRI. SCHOOL,67 
1003575 ,17 ,2000173 ,DANKANJIBA TV CENTRE,63 
1003576 ,17 ,2000173 ,DANTUTTURE OPEN SPACE,29 
1003577 ,17 ,2000173 ,DURMAI PRI. SCHOOL,24 
1003578 ,17 ,2000178 ,UNG.DAN GWAURO I PRI.SCHOOL,1012 
1003579 ,17 ,2000178 ,MAHUTA III UNGUWAR LUNGU,967 
1003580 ,17 ,2000178 ,DANKWARO NEAR MAIIUNGUWA HOUSE,856 
1003581 ,17 ,2000178 ,NASARAWA K/G MAIUNGUWA,839 
1003582 ,17 ,2000178 ,MAHUTA V KOFAR KUDU,828 
1003583 ,17 ,2000178 ,UNGUWAR DAN GWAURO II P.S,824 
1003584 ,17 ,2000178 ,MAHUTA I PRI.SCHOOL,761 
1003585 ,17 ,2000178 ,KAGARA I PRI.SCHOOL,758 
1003586 ,17 ,2000178 ,UNG-KYAMBO NEAR MAIUNGUWA HOUSE,751 
1003587 ,17 ,2000178 ,SURAN II NEAR MAIUNGUWA HOUSE,728 
1003588 ,17 ,2000178 ,UNG BARKONO UNGUWAR BARKONO,721 
1003589 ,17 ,2000178 ,MAHUTA II KOFAR GABAS,654 
1003590 ,17 ,2000178 ,KEWAYEN GARI OPEN SPACE,640 
1003591 ,17 ,2000178 ,MAHUTA IV UNGUWAR MOHAMMED,615 
1003592 ,17 ,2000178 ,SURAN I PRI.SCHOOL,583 
1003593 ,17 ,2000178 ,KAGARA II OPEN SPACE,547 
1003594 ,17 ,2000178 ,BARI NEAR MAIUNGUWA HOUSE,544 
1003595 ,17 ,2000178 ,MAHUTA VI UNGUWA BARI,535 
1003596 ,17 ,2000178 ,GIGO/JANDUMAWA ASIBITI,522 
1003597 ,17 ,2000178 ,RAWAIYA KOFAR GIDAN MAIUNGUWA,471 
1003598 ,17 ,2000178 ,KAGARA III ASIBITI,344 
1003599 ,17 ,2000178 ,KAGARA III ASIBITI,91 
1003600 ,17 ,2000178 ,G D S S MAHUTA,52 
1003601 ,17 ,2000178 ,DANKWARO IA PRI. SCHOOL,51 
1003602 ,17 ,2000178 ,MAHUTA PRI. SCHOOL,49 
1003603 ,17 ,2000178 ,DANGWAURO IB PRI. SCHOOL,41 
1003604 ,17 ,2000178 ,DANGWAURO II ASIBITI,40 
1003605 ,17 ,2000178 ,MAHUTA V KOFAR KUDU,37 
1003606 ,17 ,2000178 ,NASARAWA ASIBITI,18 
1003607 ,17 ,2000175 ,BADAWA PRI.SCHOOL,1062 
1003608 ,17 ,2000175 ,BAGARI I PRI.SCHOOL,1050 
1003609 ,17 ,2000175 ,MALAMAWA II ADULT EDU.CLASS,993 
1003610 ,17 ,2000175 ,ZAMFARAWA K/G MAIUNGUWA,882 
1003611 ,17 ,2000175 ,BARAKA I PRIMARY SCHOOL,816 
1003612 ,17 ,2000175 ,BUTAWA KOFAR GIDAN MAIUNGUWA,772 
1003613 ,17 ,2000175 ,YAN-TSAMIYA OPEN SPACE,755 
1003614 ,17 ,2000175 ,GAMZAGO I PRI.SCHOOL,731 
1003615 ,17 ,2000175 ,KADANDANI PRI.SCHOOL,690 
1003616 ,17 ,2000175 ,GAMZAGO III KURESAWA,590 
1003617 ,17 ,2000175 ,UNG.KWARI UNGUWA KWARI,583 
1003618 ,17 ,2000175 ,MALAMAWA III KOFAR GIDAN,582 
1003619 ,17 ,2000175 ,MALAMAWA I PRI.SCHOOL,575 
1003620 ,17 ,2000175 ,GAMZAGO II DANDALIN WASA,476 
1003621 ,17 ,2000175 ,BAGARI II SOUTH END,469 
1003622 ,17 ,2000175 ,UNG.BARDE NEAR MAIUNGUWA HOUSE,443 
1003623 ,17 ,2000175 ,YAR-KANYA NEAR MAIUNGUWA HOUSE,431 
1003624 ,17 ,2000175 ,UNGUWAR GARI OPEN SPACE,399 
1003625 ,17 ,2000175 ,YAR-CHEDIYA NEAR MAIUNGUWA HOUSE,389 
1003626 ,17 ,2000175 ,KANTARAWA KOFAR GIDAN MAINGUWA,323 
1003627 ,17 ,2000175 ,BUTAWA PRI. SCHOOL,84 
1003628 ,17 ,2000175 ,BAGARI IA PRI. SCHOOL,68 
1003629 ,17 ,2000175 ,MALAMAWA IIA ADULT EDUC. CLASS,64 
1003630 ,17 ,2000175 ,BARAKA I OPEN SPACE,56 
1003631 ,17 ,2000175 ,BADAWA I PRI. SCHOOL,11 
1003632 ,17 ,2000175 ,ZAMFARAWA OPEN SPACE,4 
1003634 ,18 ,2000191 ,YANDAKI PRI.SCHOOL YANDAKI - 002,1294 
1003635 ,18 ,2000191 ,DUTSIN SAFE/GUNDUFA - PRI.SCHOOL ? 008,1092 
1003636 ,18 ,2000191 ,WALAWA/TOFA - WALAWA TOFA - 010,942 
1003637 ,18 ,2000191 ,YANDAKI FANDE - T.V CENTRE - 001,922 
1003638 ,18 ,2000191 ,KWARIN MAJEMA ? BARZA - 006,774 
1003639 ,18 ,2000191 ,KWAGWAI/T.KADA ? KADAFAWA ? 003,765 
1003640 ,18 ,2000191 ,TSAMIYA/LOMI ISAH ? 005,730 
1003641 ,18 ,2000191 ,LOKI DABATSU - K.GIDAN M/UNG - 007,713 
1003642 ,18 ,2000191 ,RAFIN BARO/CHIROMO - TASHAR GIRA - 009,697 
1003643 ,18 ,2000191 ,WAILA AT YARA ? 004,624 
1003644 ,18 ,2000191 ,GDSS YANDAKI - 017,122 
1003645 ,18 ,2000191 ,TV CENTRE - 016,90 
1003646 ,18 ,2000191 ,K/G ALH. DADAYE ? 011,89 
1003647 ,18 ,2000191 ,YANDAKI PRI. SCH. 'C' - 013,81 
1003648 ,18 ,2000191 ,YANDAKI PRI. SCH. 'B' ? 012,62 
1003649 ,18 ,2000191 ,DISPENSARY - 015,58 
1003650 ,18 ,2000191 ,UNGUWAR DILLALAI OPEN SPACE - 014,25 
1003652 ,18 ,2000185 ,DANKABA GARI - DANKABA PRI.SC. ? 010,1168 
1003653 ,18 ,2000185 ,DONO GARI - DONO PRI.SCHOOL - 005,747 
1003654 ,18 ,2000185 ,SAWARYA GARI ? SAWARYA PRI.SCH. - 002,698 
1003655 ,18 ,2000185 ,KANDANDANI K/GIDAN MAI UNGUWA - 009,652 
1003656 ,18 ,2000185 ,MODA GARI - MODA PRI.SCHOOL - 008,571 
1003657 ,18 ,2000185 ,WAIWAYA - CIKIN GARI YARA - 006,477 
1003658 ,18 ,2000185 ,FULFAREN UMME MAI UNGUWA - 013,451 
1003659 ,18 ,2000185 ,JAWURDE - K/G MAI UNG - 014,446 
1003660 ,18 ,2000185 ,TABKIN BAURE - YARA T/BAURE - 011,425 
1003661 ,18 ,2000185 ,TIKI/KIRDA ? TIKI - 007,351 
1003662 ,18 ,2000185 ,FULFAREN SULE - YARA FULANI - 012,268 
1003663 ,18 ,2000185 ,SAWARYA DONO - GIDAN BALA - 003,263 
1003664 ,18 ,2000185 ,DAWAN ALLAH - K/GIDAN MAI GARI - 001,224 
1003665 ,18 ,2000185 ,DAN TSARA ? DANTSARA - 004,210 
1003666 ,18 ,2000185 ,PILOT PRI. SCH. - 015,103 
1003668 ,18 ,2000183 ,JIFATU - JIFATU PRI.SCHOOL - 009,793 
1003669 ,18 ,2000183 ,NANJOGEL - NEAR GIDAN GALADIMA - 004,650 
1003670 ,18 ,2000183 ,ABDALLAWA 'A' - T.V CENTRE ABDALLAWA ? 001,561 
1003672 ,18 ,2000183 ,KUKA - KUKA FAGE - 005,482 
1003673 ,18 ,2000183 ,ABDALLAWA 'C' PRI.SCHOOL - 003,457 
1003674 ,18 ,2000183 ,ABDALLAWA 'B' PRI.SCHOOL - 002,448 
1003675 ,18 ,2000183 ,LAFIYARU 'A' - LAFIYARU PRI.SCHOOL - 006,422 
1003676 ,18 ,2000183 ,FATAYE - NEAR GIDAN ABASHE - 010,419 
1003677 ,18 ,2000183 ,DANBAZAU - DANBAZAU PRI.SCHOOL - 008,388 
1003678 ,18 ,2000183 ,LAFIYARU 'B' LAFIYARU PRI.SCHOOL - 007,365 
1003679 ,18 ,2000183 ,DISPENSARY JIFATU - 011,79 
1003681 ,18 ,2000184 ,BA'AWA - BA'AWA DISPENSARY ? 001,875 
1003682 ,18 ,2000184 ,DAN KUNAMA - T.V CENTRE DAN KUNAMA - 003,804 
1003684 ,18 ,2000184 ,DAGONI NEAR GIDAN MAI UNG - 002,642 
1003685 ,18 ,2000184 ,BAMLE DUTSI - BAMLE PRI.SCHOOL ? 004,607 
1003686 ,18 ,2000184 ,SABON BIRNI - NEAR GIDAN BALA - 006,590 
1003687 ,18 ,2000184 ,TSAMIYA - NEAR GIDAL L. HAMZA - 005,565 
1003688 ,18 ,2000184 ,BAKIN ASIBITI DANKUNAMA - 008,61 
1003689 ,18 ,2000184 ,DISPENSARY BA'AWA - 007,56 
1003691 ,18 ,2000187 ,GAFIYA GARI - T.V CENTRE - 001,916 
1003692 ,18 ,2000187 ,BADO GARI - BADO PRI SCHOOL - 004,842 
1003693 ,18 ,2000187 ,GAFIYA KARKARA - DISPENSARY GAFIY - 002,825 
1003694 ,18 ,2000187 ,YAR TALATA - FAGE YARTALATA ? 009,525 
1003695 ,18 ,2000187 ,ZABAKAU - ZABAKAU PRI.SCHOOL - 006,518 
1003696 ,18 ,2000187 ,GWARAI GARI NEAR M/UNG. HOUSE - 005,481 
1003697 ,18 ,2000187 ,BIRJI GARI TSAMIYAR MAI DAME - 003,424 
1003698 ,18 ,2000187 ,MADAFA - NEAR M/UNG. HOUSE - 008,406 
1003699 ,18 ,2000187 ,NAHUTA PRI. SCH.- 011,405 
1003700 ,18 ,2000187 ,SHOTEL - KOFAR GIDAN MAI UNGUWA ? 007,362 
1003701 ,18 ,2000187 ,PRI. SCH. GAFIYA - 012,163 
1003702 ,18 ,2000187 ,GINDIN KANYA FAGEN DANMAIKI - 010,101 
1003704 ,18 ,2000189 ,MASAKI/TARKAMA ? MASAKI PRI.SCH. - 005,813 
1003705 ,18 ,2000189 ,JANKERMA - K/GIDAN MAI UNG. - 009,757 
1003706 ,18 ,2000189 ,GARU - GARU PRI.SCHOOL - 003,750 
1003707 ,18 ,2000189 ,UNG. TSAMIYA - UNG TSAMIYA PRI.SCH- 009,725 
1003708 ,18 ,2000189 ,GIRKA 'A' T.V. CENTRE ? 001,698 
1003709 ,18 ,2000189 ,DANGAMJI - K/GIDAN MAI UNG - 010,642 
1003710 ,18 ,2000189 ,MASAKI/TARKAMA ? MASAKI PRI.SCH - 004,612 
1003711 ,18 ,2000189 ,GIRKA 'B' - GIRKA PRI.SCHOOL - 002,609 
1003712 ,18 ,2000189 ,UNG.JIBO - UNG JIBO PRI.SCHOOL - 007,574 
1003713 ,18 ,2000189 ,KWANGWAMI - K/GIDAN MAI UNG - 006,489 
1003714 ,18 ,2000189 ,GADARI - NEAR GIDAN MAI UNGUWA - 008,465 
1003715 ,18 ,2000189 ,GAJABO BAKIN RIJIYA - 011,62 
1003717 ,18 ,2000189 ,KAITA C - KAITA PRI.CSCHOOL - 003,1580 
1003718 ,18 ,2000189 ,KAITA A - T.V CENTRE - 001,1366 
1003719 ,18 ,2000189 ,KAITA F - K/GIDAN ALH.KADO - 006,795 
1003720 ,18 ,2000189 ,KAITA 'B' - WORKS DEPT. - 002,732 
1003721 ,18 ,2000189 ,KAITA D - KAITA PRI.SCHOOL - 004,730 
1003722 ,18 ,2000189 ,KAITA'G' - WORKS DEPT.- 021,598 
1003723 ,18 ,2000189 ,GANDE GARI 'A' - K/GIDAN MAI UNG - 007,592 
1003724 ,18 ,2000189 ,MODIBAWA 'A' - K/GIDAN MAI UNG - 017,592 
1003725 ,18 ,2000189 ,KAITA E UNG. MAKERA KAITA - 005,586 
1003726 ,18 ,2000189 ,KWANAR SHAGARI - K/GIDAN MAI. LAWAL  014,569 
1003727 ,18 ,2000189 ,KOKAYA / WAILA - AT NEAR KOYA - 020,561 
1003728 ,18 ,2000189 ,GANDE GARI 'B' PRI.SCHOOL - 008,392 
1003729 ,18 ,2000189 ,MODIBAWA 'C' AT BADOLE - 019,369 
1003730 ,18 ,2000189 ,TSAUNIN AUTA - KOFAR GIDAN AUTA - 016,354 
1003731 ,18 ,2000189 ,DABA 'A - DABA PRI.SCHOOL - 012,353 
1003732 ,18 ,2000189 ,GIRMAWA - NEAR GIDAN ALH. BALA - 011,342 
1003733 ,18 ,2000189 ,DOROYI - AT FAGE DOROYI - 015,329 
1003734 ,18 ,2000189 ,DABAWA GARI - K/GIDAN MAI UNG - 010,311 
1003735 ,18 ,2000189 ,MODIBAWA 'B' - MODIBAWA PRI.SCHOOL - 018,304 
1003736 ,18 ,2000189 ,GANDE FULANI - AT YARA - 009,258 
1003737 ,18 ,2000189 ,DABA GARI 'B' - K/GIDAN MAI UNG - 013,246 
1003738 ,18 ,2000189 ,PILOT PRI. SCH. - 024,219 
1003739 ,18 ,2000189 ,TSOHUWAR KOTU KAITA - 022,177 
1003740 ,18 ,2000189 ,DISPENSARY - 023,143 
1003741 ,18 ,2000189 ,OLD READING ROOM - 025,68 
1003742 ,18 ,2000189 ,YARAR TUKUR - 026,60 
1003744 ,18 ,2000192 ,KAFIN MASHI - K/MASHI PRI.SCHOOL - 003,931 
1003745 ,18 ,2000192 ,YANHOHO 'A' - K/GIDAN MAI UNG - 001,840 
1003746 ,18 ,2000192 ,YANHOHO 'B' - PRI.SCHOOL - 002,746 
1003747 ,18 ,2000192 ,SABI GARI - SABI PRI.SCHOOL - 010,730 
1003748 ,18 ,2000192 ,MODIBAWA - MODIBAWA PRI.SCHOOL - 004,726 
1003749 ,18 ,2000192 ,UNG.MALAMAI K/GIDAN LIMA - 005,643 
1003750 ,18 ,2000192 ,WAILA - NEAR GIDAN BUNU DOGO - 006,511 
1003751 ,18 ,2000192 ,ALLEMI GARI - ALLEMI PRI.SCHOOL - 007,454 
1003752 ,18 ,2000192 ,NAHUTA RIJIYA YARA NAHUTA - 009,415 
1003753 ,18 ,2000192 ,KWARYAWA - AT YARA KWARYAWA - 008,409 
1003754 ,18 ,2000192 ,BUSAU - 012,192 
1003755 ,18 ,2000192 ,DISPENSARY YANHOHO - 011,158 
1003756 ,18 ,2000192 ,KAFIN MASHI PRI. SCH. - 013,67 
1003758 ,18 ,2000186 ,DANKAMA 'C' DANKAMA PRI.SCHOOL - 003,1420 
1003759 ,18 ,2000186 ,DANKAMA 'B' T.V. CENTER - 002,890 
1003760 ,18 ,2000186 ,ZANGUNA - K/GIDAN MAGAJI - 008,801 
1003761 ,18 ,2000186 ,DANKAMA 'A' - KOFAR FADA DANKAMA - 001,727 
1003762 ,18 ,2000186 ,DANKAMA 'D' - KOFAR FADA DANKAMA - 017,643 
1003763 ,18 ,2000186 ,DANKAMA 'A' (1) / KOFAR FADA T.V. CENTRE - 018,631 
1003764 ,18 ,2000186 ,DANTUDU GARI - DANTUFU PRI.SCHOOL - 007,614 
1003765 ,18 ,2000186 ,WANKE TSIYA - K/GIDAN MAI UNG - 009,533 
1003766 ,18 ,2000186 ,KUNTU GARI - KUNTU PRI.SCHOOL - 011,531 
1003767 ,18 ,2000186 ,GWANGA GARI/FULANI-GWANGA PRI.SCH 013,524 
1003768 ,18 ,2000186 ,JAGABA/GIDAN DARE K/GIDAN MAI UNG. - 015,503 
1003769 ,18 ,2000186 ,LUGGA GARI - AT YARA LUGGA - 005,441 
1003770 ,18 ,2000186 ,DUMA - DUMA PRI.SCHOOL - 004,415 
1003771 ,18 ,2000186 ,FADAMA/BABARE - AT BABARE K/G MAI,394 
1003772 ,18 ,2000186 ,UNG - 016,
1003773 ,18 ,2000186 ,KIRDA/SHAGARI - RIJIYAR ZANKARA - 014,357 
1003774 ,18 ,2000186 ,INWALA - AT YARA PRI.SCHOOL - 012,343 
1003775 ,18 ,2000186 ,DONO/DANTSARA - AT YARA DONO - 006,323 
1003776 ,18 ,2000186 ,ASHALLU AT YARA ASHALLU - 010,236 
1003777 ,18 ,2000186 ,DANKAMA 'C' (I) - 020,227 
1003778 ,18 ,2000186 ,BAKIN ASIBITI K/GIDAN HARO WAKILI - 019,200 
1003779 ,18 ,2000186 ,K/G SADI MIRO,168 
1003780 ,18 ,2000186 ,DANKAMA 'C' (II),100 
1003782 ,18 ,2000190 ,RADI - RADI PRI.SCHOOL ? 004,926 
1003783 ,18 ,2000190 ,GIDAN KANO ALGAITA - T.V. CENTRE - 002,916 
1003784 ,18 ,2000190 ,KABOBI GARI - K/GIDAN MAI UNGUWA ? 006,823 
1003785 ,18 ,2000190 ,MATSAI K/FADA - K/GIDAN MAGAJI - 001,816 
1003786 ,18 ,2000190 ,GOBIRAWA - GIDAN GAYYA ? 009,761 
1003787 ,18 ,2000190 ,KABOBI YAMMA - KABOBI PRI.SCHOOL ? 007,738 
1003788 ,18 ,2000190 ,BILASKORI - BILASKORI PRI.SCHOOL ? 008,680 
1003789 ,18 ,2000190 ,KAGADAMA/GISHIRAWA - KAGADAMA,645 
1003790 ,18 ,2000190 ,PRI.SCHOOL ? 005,
1003791 ,18 ,2000190 ,UNG RUWA - MATSAI DISIPENSARY - 003,456 
1003792 ,18 ,2000190 ,GANGARA/KWARIN TIGA - FAGEN FARU ? 010,268 
1003793 ,18 ,2000190 ,K/GIDAN MAI UNGUWA ? 011,201 
1003794 ,18 ,2000190 ,WANGE-WANGE PRI. SCH. ? 012,125 
1003795 ,18 ,2000190 ,RADI T.V CENTRE ? 013,40 
1003796 ,19 ,2000197 ,UNG.BAKO - K/G MAI UNG ? 019,833 
1003797 ,19 ,2000197 ,GAJAKAWA I K/G MAI UNG. - 015,675 
1003798 ,19 ,2000197 ,DAN KUMEJI I PRI.SCHOOL - 013,639 
1003799 ,19 ,2000197 ,KAFI - K/GIDAN MAI UNG - 009,634 
1003800 ,19 ,2000197 ,ZURUNKUTUN I - PRI.SCHOOL - 016,623 
1003801 ,19 ,2000197 ,ZURUNKUTUN II - PRI.SCHOOL - 017,567 
1003802 ,19 ,2000197 ,MADOBAI I - K/GIDAN MAI UNGUWA ? 007,549 
1003803 ,19 ,2000197 ,MADOBAI II - PRI.SCHOOL - 008,540 
1003804 ,19 ,2000197 ,MABAI/ISLAMIYA -K/GIDAN MAIUNGUWA - 004,521 
1003805 ,19 ,2000197 ,GATAKAWA II - PRI.SCHOOL - 018,501 
